IMSI,Source,DP Name,CustomerReference,CustomerName,EndCustomerReference,EndCustomerName,MbpsRate,IMEI,SiteTypeFlag,Site Type,SiteType-SubCategory,PricingPlanName,Downlink,Uplink,GeoLocation,SiteReference,SiteName,CustomerActiveStatus,SiteAddress,MRC,MaximumServiceDuration,ActualActivationDate,TimeLapse,CoS,TotalBandwidth,AFDown,AFUp,EFDown,EFUp,BEDown,BEUp,Mar Total Usage,Down,Up
901609999990028,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990029,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999990100,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999991002,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999991005,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999991009,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999991010,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999991011,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901609999991012,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
99034348889-tes,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,
901600000000671,AccountHub,Marlink AS,ACC-DP-0000022,Marlink AS,DP-EC-0000225,Marlink AS,700,351554110010882,External,Trial UT Plan,Decommissioned,MARLINKTEST Entry 75/15/500B,75,15,"57.1423261, -2.1501055",OAL-000196,ITC,InActive,,,,2022-Mar-29,76,Bronze,90,0,0,0,0,0,0,,75,15
901600000000572,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000272,Galaxy - Kingfisher,270,35155411002083,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"53.021919, -89.914",OAL-000184,Galaxy - Kingfisher Mine Site,InActive,,5400.00,,2022-Mar-16,89,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000001003,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000298,20124483-2,400,351554110005346,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 50/10/UG,50,10,"55.56, 23.17",OAL-000205,"Šiauliai, Lithuania",InActive,,,,2022-Apr-01,73,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901600000001362,AccountHub,OneWeb,ACC-DP-0000548,OneWeb Golden UT,DP-EC-0000044,One Web,0,351554110000586,Internal,Internal,Internal,Classic 30/6/UG,30,6,"51.511, -.2248",OAL-000122,London,InActive,,,,2022-Feb-24,109,Gold,36,6.0,1.2,2.7,2.7,6.0,1.2,,30,6
901600000000964,AccountHub,Northwestel,ACC-DP-0000546,OneWeb UT,DP-EC-0000307,Northwestel - Yellowknife 4,270,351554110004992,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"62.4561830404678, -114.4099419",OAL-000211,Yellowknife 4,InActive,,5400.00,,2022-Apr-06,68,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000001134,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000304,20124483-3,400,351554110004042,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 50/10/UG,50,10,"51.55, 19.18",OAL-000206,"Lask, Poland",InActive,,,,2022-Apr-01,73,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901600000001133,AccountHub,Northwestel,ACC-DP-0000546,OneWeb UT,DP-EC-0000306,Northwestel - Yellowknife 3,270,351554110004182,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"62.4561830404678, -114.4099419",OAL-000210,Yellowknife 3,InActive,,5400.00,,2022-Apr-06,68,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000000108,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000127,L3HT,400,351554110001352,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"40.76, -111.88",OAL-000117,Salt Lake,InActive,,,,2022-Feb-20,113,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000000729,AccountHub,Northwestel,ACC-DP-0000546,OneWeb UT,DP-EC-0000308,Northwestel - Yellowknife 5,270,351554110004927,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"62.4561830404678, -114.4099419",OAL-000212,Yellowknife 5,InActive,,5400.00,,2022-Apr-06,68,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000001036,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110004547,External,Service Plan,Service Plan,Dedicated 50/10/UP,50,10,"67.086523, -157.861293",OAL-000213,Ambler,InActive,,29500.00,,,,Palladium,60,15.0,3.0,6.0,6.0,50.0,10.0,,50,10
901600000001080,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110002996,External,Service Plan,Service Plan,Dedicated 75/15/UP,75,15,"66.971667, -160.430278",OAL-000216,Kiana,InActive,,44500.00,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
901600000001095,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000312,20124483-4,400,351554110003978,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 50/10/UG,50,10,"48.68, 9.04",OAL-000223,"Boblingen, Germany",InActive,,,,2022-Apr-09,65,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901600000001142,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000124,ORD-84582-X4W0Y5,360,351554110003176,External,TBYB Plan,TBYB Plan,Classic 15/3/UG,15,3,"55.059239, -162.313686",OAL-000242,King Cove 35696669,InActive,,1800.00,,2022-May-02,,Gold,18,3.0,0.6,1.4,1.4,3.0,0.6,0,15,3
901600000001089,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110003002,External,Service Plan,Service Plan,Dedicated 100/20/UP,100,20,"66.833224, -161.045398",OAL-000219,Noorvik,InActive,,59000.00,,,,Palladium,120,30.0,6.0,12.0,12.0,100.0,20.0,,100,20
901600000001366,AccountHub,OneWeb,ACC-DP-0000548,OneWeb Golden UT,DP-EC-0000044,One Web,270,351554110001022,Internal,Internal,Internal,Classic 30/6/UG,30,6,"26.747926, -81.049149",OAL-000153,Clewiston,InActive,,,,2022-Feb-24,109,Gold,36,6.0,1.2,2.7,2.7,6.0,1.2,,30,6
901600000001284,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110001840,External,Service Plan,Service Plan,Dedicated 100/20/UP,100,20,"65.977797, -161.130056",OAL-000214,Buckland,InActive,,59000.00,,,,Palladium,120,30.0,6.0,12.0,12.0,100.0,20.0,,100,20
901600000000961,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110004588,External,Service Plan,Service Plan,Dedicated 50/10/UP,50,10,"66.0788, -162.734914",OAL-000215,Deering,InActive,,29500.00,,,,Palladium,60,15.0,3.0,6.0,6.0,50.0,10.0,,50,10
901600000001194,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110003119,External,Service Plan,Service Plan,Dedicated 75/15/UP,75,15,"67.726942, -164.537642",OAL-000217,Kivalina,InActive,,44500.00,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
901600000001191,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110003218,External,Service Plan,Service Plan,Dedicated 75/15/UP,75,15,"66.90775, -156.882583",OAL-000218,Kobuk,InActive,,44500.00,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
901600000001156,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110004620,External,Service Plan,Service Plan,Dedicated 100/20/UP,100,20,"67.569597, -162.968117",OAL-000222,Noatak,InActive,,59000.00,,,,Palladium,120,30.0,6.0,12.0,12.0,100.0,20.0,,100,20
901600000001011,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000305,ORD-76450-X2M2K0,270,351554110004331,External,Service Plan,Service Plan,Dedicated 100/20/UP,100,20,"66.606839, -160.014833",OAL-000221,Selawik,InActive,,59000.00,,,,Palladium,120,30.0,6.0,12.0,12.0,100.0,20.0,,100,20
901600000001273,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000314,20124469,270,351554110001154,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 50/10/UG,50,10,"52.46, 5.7",OAL-000227,"Biddinghuizen, NE",InActive,,,,2022-Apr-12,62,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901609999990113,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
901600000000332,AccountHub,OneWeb,ACC-DP-0000549,OneWeb UT - Hughes,DP-EC-0000046,OneWeb,270,351554110000412,Internal,Internal,Internal,Classic 50/10/UG,50,10,"36.090126, -75.804581",OAL-000225,Kitty Hawk,InActive,,,,2022-Apr-14,60,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901600000000087,AccountHub,OneWeb,ACC-DP-0000549,OneWeb UT - Hughes,DP-EC-0000046,OneWeb,270,351554110001469,Internal,Internal,Internal,Classic 50/10/UG,50,10,"36.090126, -75.804581",OAL-000224,Kitty Hawk,InActive,,,,2022-Apr-14,60,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901600000000963,AccountHub,OneWeb,ACC-DP-0000679,OneWeb UT Team,DP-EC-0000321,OneWeb,270,351554110004810,Internal,Internal,Internal,Entry 75/15/500B,75,15,"51.8436, -.9715",OAL-000234,Westcott,InActive,,,,,,Bronze,90,0,0,0,0,0,0,,75,15
901600000001246,AccountHub,OneWeb,ACC-DP-0000679,OneWeb UT Team,DP-EC-0000321,OneWeb,270,351554110001782,Internal,Internal,Internal,Entry 75/15/500B,75,15,"51.8436, -.9715",OAL-000236,Westcott,InActive,,,,,,Bronze,90,0,0,0,0,0,0,,75,15
901600000001380,AccountHub,British Telecommunications pLc,ACC-DP-0000679,OneWeb UT Team,DP-EC-0000321,BT GS,270,351554110002301,Internal,Internal,Internal,Entry 75/15/500B,75,15,"52.06007055265902, 1.280551696734517",OAL-000235,BT Adastral,InActive,,,,,,Bronze,90,0,0,0,0,0,0,,75,15
901600000000858,AccountHub,Rock Networks,ACC-DP-0000546,OneWeb UT,DP-EC-0000347,Rock Networks - MDA DND R&D Project,270,351554110005221,External,Trial UT Plan,Trial UT Plan,Trial Entry 75/15/500B,75,15,"49.17569283, -123.0699687",OAL-000237,"MDA Richmond, BC",InActive,,,,,,Bronze,90,0,0,0,0,0,0,,75,15
901600000001045,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000112,Galaxy Broadband Communications Inc,DP-EC-0000273,DeBeers Gahcho Kue,270,351554110003424,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"63.4347, -109.2005528",OAL-000185,DeBeers Gahcho Kue mine site,InActive,,5400.00,,,,Gold,180,30.0,6.0,13.5,13.5,30.0,6.0,,150,30
8086531111089-t,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
901600000000935,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000369,Galaxy - Alamos,270,351554110005874,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"56.825, -101.075",OAL-000240,Galaxy - Alamos mine site,InActive,,5400.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000001075,AccountHub,Alaska Tribal Spectrum,ACC-DP-0000546,OneWeb UT,DP-EC-0000355,Alaska Tribal Spectrum - Unalaska Demo,270,351554110003184,External,DP Demo UT Plan,DP Demo UT Plan,TRIAL Classic 75/15/UG,75,15,"53.884, -166.552",OAL-000238,ATS - Unalaska Demo,InActive,,,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
94545611089-tes,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
901600000001108,AccountHub,Telespazio France,ACC-DP-0000546,OneWeb UT,DP-EC-0000367,Telespazio France,270,351554110004422,External,Trial UT Plan,Trial UT Plan,Trial Entry 75/15/500B,75,15,"43.6, 1.3",OAL-000239,Telespazio France office,InActive,,,,,,Bronze,90,0,0,0,0,0,0,,75,15
901600000000153,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000245,20124483,270,351554110001121,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"67.16, 14.24",OAL-000170,"Bodo, Norway",InActive,,,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
2580000035-test,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
70000035-test3.,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
901600000001012,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000336,ORD-99391-N5B4S9,270,351554110004505,External,TBYB Plan,TBYB Plan,Dedicated 100/20/UP,100,20,"68.071207, -162.852775",OAL-000232,Red Dog Mine,InActive,,59000.00,,,,Palladium,120,30.0,6.0,12.0,12.0,100.0,20.0,,100,20
901600000000878,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000386,Galaxy - NJ Albert Mine,270,351554110006179,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"46.07423, -73.5324146",OAL-000244,Galaxy - NJ Albert Mine site,InActive,,5400.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000001081,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000337,ORD-99393-M5F9G5,270,351554110002962,External,TBYB Plan,Decommissioned,Dedicated 75/15/UP,75,15,"67.577846, -164.057884",OAL-000233,Red Dog Port - Decom,InActive,,0.00,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
901600000000877,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000337,ORD-99393-M5F9G5,270,351554110020592,External,TBYB Plan,TBYB Plan,Dedicated 75/15/UP,75,15,"67.577846, -164.057884",OAL-000233,Red Dog Port,InActive,,44500.00,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
901600000001264,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000330,Galaxy - Mississauga office,270,351554110000818,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"43.52545719, -79.71589703",OAL-000230,Galaxy - Mississauga office,InActive,,44500.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000000962,AccountHub,OneWeb,ACC-DP-0000549,OneWeb UT - Hughes,DP-EC-0000046,OneWeb,270,351554110004471,Internal,Internal,Internal,Classic 50/10/UG,50,10,"59.211735, 18.083748",OAL-000250,Stockholm,InActive,,,,,,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901600000001222,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000021,OWT-DP1,270,351554110003937,External,Trial UT Plan,Trial UT Plan,Trial IPC 75/15/UPD,75,15,"39.023, -77.4106",OAL-000081,DP1-Dulles,InActive,,,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
901600000000856,AccountHub,ISM Information Systems Management Canada Corp,ACC-DP-0000546,OneWeb UT,DP-EC-0000392,Kyndryl - Cargill PoC Kindersely,270,351554110004737,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"51.47391, -109.05269",OAL-000252,Kindersely,InActive,,,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000000762,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000295,Galaxy - Golder Victor,270,351554110006153,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"52.714444, -83.904722",OAL-000194,Galaxy - Golder Victor mine site,InActive,,5400.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
87805115429-tes,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
901600000000063,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000293,Galaxy - Glencore Raglan,270,351554110000842,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"61.6875, -73.678056",OAL-000192,Galaxy - Glencore Raglan mine site,InActive,,5400.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
9055545429-test,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
901600000000743,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000409,Galaxy - Canadian Royalties,270,351554110006161,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"61.5554861, -73.4492889",OAL-000257,Galaxy - Canadian Royalties,InActive,,5400.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000001022,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000342,ORD-111051-R9D6Z9,270,351554110003051,External,TBYB Plan,TBYB Plan,Classic 75/15/UG,75,15,"68.761254, -148.874615",OAL-000249,Prudhoe 1930302,InActive,,11505.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000000168,AccountHub,Alaska Communications Internet LLC,ACC-DP-0000319,Alaska Communications Internet LLC,DP-EC-0000303,ORD-107927-C5G3M9,270,351554110001717,External,TBYB Plan,TBYB Plan,Classic 25/5/UG,25,5,"61.5806, -159.5341",OAL-000231,Aniak,InActive,,2950.00,,,,Gold,30,5.0,1.0,2.3,2.3,5.0,1.0,,25,5
901600000000958,AccountHub,Galaxy Broadband Communications Inc,ACC-DP-0000546,OneWeb UT,DP-EC-0000294,Galaxy - Kiewit Raglan,270,351554110005965,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 75/15/UG,75,15,"61.6875, -73.678056",OAL-000193,Galaxy - Kiewit Raglan mine site,InActive,,5400.00,,,,Gold,90,15.0,3.0,6.8,6.8,15.0,3.0,,75,15
901600000001054,AccountHub,TrustComm dba OneWeb Technologies,ACC-DP-0000225,TrustComm d/b/a OneWeb Technologies,DP-EC-0000411,20124495-5,270,351554110003366,External,Trial UT Plan,Trial UT Plan,TRIAL Classic 50/10/UG,50,10,"39.03, -77.41",OAL-000262,"Dulles, Va",InActive,,5400.00,,,,Gold,60,10.0,2.0,4.5,4.5,10.0,2.0,,50,10
901609999991008,Not Available,OneWeb,Not Available,Not Available,Not Available,Test,0,,Internal,Internal,Internal,Not Available,Not Available,Not Available,NotAvailable,Not Available,Not Available,InActive,,0.00,,,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,#N/A,,
901600000000119,AccountHub,Pacific Dataport Inc,ACC-DP-0000341,Pacific Dataport Inc,DP-EC-0000117,NET,270,351554110002624,External,Trial UT Plan,Trial UT Plan,Trial PDI-IPC 75/15/UPD,75,15,"52.7235, -174.1126",OAL-000102,SYA1-NET,InActive,,5400.00,,,,Palladium,90,22.5,4.5,9.0,9.0,75.0,15.0,,75,15
901600000000504,#N/A,Marlink AS,#N/A,Marlink AS,DP-EC-0000225,Marlink AS,700,351554110020881,External,Trial UT Plan,Trial UT Plan,MARLINKTEST Entry 75/15/500B,75,15,"57.1423261, -2.1501055",OAL-000196,ITC,InActive,,,,2022-May-24,,Bronze,90,0,0,0,0,0,0,,75,15
901600000000205,AccountHub,Marlink AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
